"scenario","method","replication","q","fpr","ssp","selected_count"
"Shared volatility","mfscreen",111,0.3,0.283417085427136,1,287
"Shared volatility","Pearson SIS",111,0.001,0.0201005025125628,0,24
"Shared volatility","Pearson SIS",111,0.005,0.0472361809045226,1,52
"Shared volatility","Pearson SIS",111,0.01,0.0673366834170854,1,72
"Shared volatility","Pearson SIS",111,0.025,0.115577889447236,1,120
"Shared volatility","Pearson SIS",111,0.05,0.162814070351759,1,167
"Shared volatility","Pearson SIS",111,0.1,0.230150753768844,1,234
"Shared volatility","Pearson SIS",111,0.2,0.353768844221106,1,357
"Shared volatility","Pearson SIS",111,0.3,0.437185929648241,1,440
"Shared volatility","Spearman SIS",111,0.001,0,1,5
"Shared volatility","Spearman SIS",111,0.005,0.00603015075376884,1,11
"Shared volatility","Spearman SIS",111,0.01,0.0100502512562814,1,15
"Shared volatility","Spearman SIS",111,0.025,0.0241206030150754,1,29
"Shared volatility","Spearman SIS",111,0.05,0.0552763819095477,1,60
"Shared volatility","Spearman SIS",111,0.1,0.10251256281407,1,107
"Shared volatility","Spearman SIS",111,0.2,0.209045226130653,1,213
"Shared volatility","Spearman SIS",111,0.3,0.30251256281407,1,306
"Shared volatility","mfscreen",112,0.001,0.00100502512562814,1,6
"Shared volatility","mfscreen",112,0.005,0.00603015075376884,1,11
"Shared volatility","mfscreen",112,0.01,0.0110552763819095,1,16
"Shared volatility","mfscreen",112,0.025,0.0281407035175879,1,33
"Shared volatility","mfscreen",112,0.05,0.0512562814070352,1,56
"Shared volatility","mfscreen",112,0.1,0.110552763819095,1,115
"Shared volatility","mfscreen",112,0.2,0.222110552763819,1,226
"Shared volatility","mfscreen",112,0.3,0.326633165829146,1,330
"Shared volatility","Pearson SIS",112,0.001,0.0261306532663317,1,31
"Shared volatility","Pearson SIS",112,0.005,0.0653266331658292,1,70
"Shared volatility","Pearson SIS",112,0.01,0.100502512562814,1,105
"Shared volatility","Pearson SIS",112,0.025,0.15678391959799,1,161
"Shared volatility","Pearson SIS",112,0.05,0.212060301507538,1,216
"Shared volatility","Pearson SIS",112,0.1,0.296482412060302,1,300
"Shared volatility","Pearson SIS",112,0.2,0.41105527638191,1,414
"Shared volatility","Pearson SIS",112,0.3,0.51356783919598,1,516
"Shared volatility","Spearman SIS",112,0.001,0.00100502512562814,1,6
"Shared volatility","Spearman SIS",112,0.005,0.00904522613065327,1,14
"Shared volatility","Spearman SIS",112,0.01,0.021105527638191,1,26
"Shared volatility","Spearman SIS",112,0.025,0.0381909547738693,1,43
"Shared volatility","Spearman SIS",112,0.05,0.0653266331658292,1,70
"Shared volatility","Spearman SIS",112,0.1,0.125628140703518,1,130
"Shared volatility","Spearman SIS",112,0.2,0.24321608040201,1,247
"Shared volatility","Spearman SIS",112,0.3,0.351758793969849,1,355
"Shared volatility","mfscreen",113,0.001,0.00301507537688442,1,8
"Shared volatility","mfscreen",113,0.005,0.0100502512562814,1,15
"Shared volatility","mfscreen",113,0.01,0.0170854271356784,1,22
"Shared volatility","mfscreen",113,0.025,0.0381909547738693,1,43
"Shared volatility","mfscreen",113,0.05,0.0653266331658292,1,70
"Shared volatility","mfscreen",113,0.1,0.128643216080402,1,133
"Shared volatility","mfscreen",113,0.2,0.22713567839196,1,231
"Shared volatility","mfscreen",113,0.3,0.315577889447236,1,319
"Shared volatility","Pearson SIS",113,0.001,0.0381909547738693,1,43
"Shared volatility","Pearson SIS",113,0.005,0.0793969849246231,1,84
"Shared volatility","Pearson SIS",113,0.01,0.110552763819095,1,115
"Shared volatility","Pearson SIS",113,0.025,0.168844221105528,1,173
"Shared volatility","Pearson SIS",113,0.05,0.224120603015075,1,228
"Shared volatility","Pearson SIS",113,0.1,0.284422110552764,1,288
"Shared volatility","Pearson SIS",113,0.2,0.4,1,403
"Shared volatility","Pearson SIS",113,0.3,0.498492462311558,1,501
"Shared volatility","Spearman SIS",113,0.001,0.00402010050251256,1,9
"Shared volatility","Spearman SIS",113,0.005,0.0130653266331658,1,18
"Shared volatility","Spearman SIS",113,0.01,0.021105527638191,1,26
"Shared volatility","Spearman SIS",113,0.025,0.0381909547738693,1,43
"Shared volatility","Spearman SIS",113,0.05,0.0663316582914573,1,71
"Shared volatility","Spearman SIS",113,0.1,0.120603015075377,1,125
"Shared volatility","Spearman SIS",113,0.2,0.237185929648241,1,241
"Shared volatility","Spearman SIS",113,0.3,0.35678391959799,1,360
"Shared volatility","mfscreen",114,0.001,0.00100502512562814,1,6
"Shared volatility","mfscreen",114,0.005,0.00201005025125628,1,7
"Shared volatility","mfscreen",114,0.01,0.00904522613065327,1,14
"Shared volatility","mfscreen",114,0.025,0.0281407035175879,1,33
"Shared volatility","mfscreen",114,0.05,0.0512562814070352,1,56
"Shared volatility","mfscreen",114,0.1,0.107537688442211,1,112
"Shared volatility","mfscreen",114,0.2,0.222110552763819,1,226
"Shared volatility","mfscreen",114,0.3,0.316582914572864,1,320
"Shared volatility","Pearson SIS",114,0.001,0.04321608040201,1,48
"Shared volatility","Pearson SIS",114,0.005,0.0693467336683417,1,74
"Shared volatility","Pearson SIS",114,0.01,0.109547738693467,1,114
"Shared volatility","Pearson SIS",114,0.025,0.154773869346734,1,159
"Shared volatility","Pearson SIS",114,0.05,0.222110552763819,1,226
"Shared volatility","Pearson SIS",114,0.1,0.292462311557789,1,296
"Shared volatility","Pearson SIS",114,0.2,0.423115577889447,1,426
"Shared volatility","Pearson SIS",114,0.3,0.524623115577889,1,527
"Shared volatility","Spearman SIS",114,0.001,0,1,5
"Shared volatility","Spearman SIS",114,0.005,0.00402010050251256,1,9
"Shared volatility","Spearman SIS",114,0.01,0.0100502512562814,1,15
"Shared volatility","Spearman SIS",114,0.025,0.0261306532663317,1,31
"Shared volatility","Spearman SIS",114,0.05,0.0592964824120603,1,64
"Shared volatility","Spearman SIS",114,0.1,0.120603015075377,1,125
"Shared volatility","Spearman SIS",114,0.2,0.221105527638191,1,225
"Shared volatility","Spearman SIS",114,0.3,0.327638190954774,1,331
"Shared volatility","mfscreen",115,0.001,0.00100502512562814,1,6
"Shared volatility","mfscreen",115,0.005,0.0050251256281407,1,10
"Shared volatility","mfscreen",115,0.01,0.00804020100502513,1,13
"Shared volatility","mfscreen",115,0.025,0.0221105527638191,1,27
"Shared volatility","mfscreen",115,0.05,0.0603015075376884,1,65
"Shared volatility","mfscreen",115,0.1,0.128643216080402,1,133
"Shared volatility","mfscreen",115,0.2,0.240201005025126,1,244
"Shared volatility","mfscreen",115,0.3,0.352763819095477,1,356
"Shared volatility","Pearson SIS",115,0.001,0.0552763819095477,1,60
"Shared volatility","Pearson SIS",115,0.005,0.105527638190955,1,110
"Shared volatility","Pearson SIS",115,0.01,0.136683417085427,1,141
"Shared volatility","Pearson SIS",115,0.025,0.207035175879397,1,211
"Shared volatility","Pearson SIS",115,0.05,0.281407035175879,1,285
"Shared volatility","Pearson SIS",115,0.1,0.358793969849246,1,362
"Shared volatility","Pearson SIS",115,0.2,0.491457286432161,1,494
"Shared volatility","Pearson SIS",115,0.3,0.577889447236181,1,580
"Shared volatility","Spearman SIS",115,0.001,0.00201005025125628,1,7
"Shared volatility","Spearman SIS",115,0.005,0.00804020100502513,1,13
"Shared volatility","Spearman SIS",115,0.01,0.0160804020100503,1,21
"Shared volatility","Spearman SIS",115,0.025,0.0402010050251256,1,45
"Shared volatility","Spearman SIS",115,0.05,0.078391959798995,1,83
"Shared volatility","Spearman SIS",115,0.1,0.127638190954774,1,132
"Shared volatility","Spearman SIS",115,0.2,0.237185929648241,1,241
"Shared volatility","Spearman SIS",115,0.3,0.364824120603015,1,368
"Shared volatility","mfscreen",116,0.001,0.0050251256281407,1,10
"Shared volatility","mfscreen",116,0.005,0.0100502512562814,1,15
"Shared volatility","mfscreen",116,0.01,0.014070351758794,1,19
"Shared volatility","mfscreen",116,0.025,0.0321608040201005,1,37
"Shared volatility","mfscreen",116,0.05,0.0603015075376884,1,65
"Shared volatility","mfscreen",116,0.1,0.109547738693467,1,114
"Shared volatility","mfscreen",116,0.2,0.221105527638191,1,225
"Shared volatility","mfscreen",116,0.3,0.335678391959799,1,339
"Shared volatility","Pearson SIS",116,0.001,0.0251256281407035,1,30
"Shared volatility","Pearson SIS",116,0.005,0.0532663316582915,1,58
"Shared volatility","Pearson SIS",116,0.01,0.0763819095477387,1,81
"Shared volatility","Pearson SIS",116,0.025,0.122613065326633,1,127
"Shared volatility","Pearson SIS",116,0.05,0.179899497487437,1,184
"Shared volatility","Pearson SIS",116,0.1,0.271356783919598,1,275
"Shared volatility","Pearson SIS",116,0.2,0.393969849246231,1,397
"Shared volatility","Pearson SIS",116,0.3,0.479396984924623,1,482
"Shared volatility","Spearman SIS",116,0.001,0.0050251256281407,1,10
"Shared volatility","Spearman SIS",116,0.005,0.0201005025125628,1,25
"Shared volatility","Spearman SIS",116,0.01,0.0251256281407035,1,30
"Shared volatility","Spearman SIS",116,0.025,0.0482412060301508,1,53
"Shared volatility","Spearman SIS",116,0.05,0.0834170854271357,1,88
"Shared volatility","Spearman SIS",116,0.1,0.132663316582915,1,137
"Shared volatility","Spearman SIS",116,0.2,0.225125628140704,1,229
"Shared volatility","Spearman SIS",116,0.3,0.334673366834171,1,338
"Shared volatility","mfscreen",117,0.001,0.00100502512562814,1,6
"Shared volatility","mfscreen",117,0.005,0.0050251256281407,1,10
"Shared volatility","mfscreen",117,0.01,0.00904522613065327,1,14
"Shared volatility","mfscreen",117,0.025,0.0281407035175879,1,33
"Shared volatility","mfscreen",117,0.05,0.0532663316582915,1,58
"Shared volatility","mfscreen",117,0.1,0.104522613065327,1,109
"Shared volatility","mfscreen",117,0.2,0.210050251256281,1,214
"Shared volatility","mfscreen",117,0.3,0.30251256281407,1,306
"Shared volatility","Pearson SIS",117,0.001,0.0241206030150754,1,29
"Shared volatility","Pearson SIS",117,0.005,0.0522613065326633,1,57
"Shared volatility","Pearson SIS",117,0.01,0.0793969849246231,1,84
"Shared volatility","Pearson SIS",117,0.025,0.137688442211055,1,142
"Shared volatility","Pearson SIS",117,0.05,0.185929648241206,1,190
"Shared volatility","Pearson SIS",117,0.1,0.265326633165829,1,269
"Shared volatility","Pearson SIS",117,0.2,0.391959798994975,1,395
"Shared volatility","Pearson SIS",117,0.3,0.48643216080402,1,489
"Shared volatility","Spearman SIS",117,0.001,0,1,5
"Shared volatility","Spearman SIS",117,0.005,0.0110552763819095,1,16
"Shared volatility","Spearman SIS",117,0.01,0.014070351758794,1,19
"Shared volatility","Spearman SIS",117,0.025,0.0331658291457286,1,38
"Shared volatility","Spearman SIS",117,0.05,0.057286432160804,1,62
"Shared volatility","Spearman SIS",117,0.1,0.121608040201005,1,126
"Shared volatility","Spearman SIS",117,0.2,0.219095477386935,1,223
"Shared volatility","Spearman SIS",117,0.3,0.324623115577889,1,328
"Shared volatility","mfscreen",118,0.001,0.00201005025125628,1,7
"Shared volatility","mfscreen",118,0.005,0.00804020100502513,1,13
"Shared volatility","mfscreen",118,0.01,0.0160804020100503,1,21
"Shared volatility","mfscreen",118,0.025,0.0331658291457286,1,38
"Shared volatility","mfscreen",118,0.05,0.0683417085427136,1,73
"Shared volatility","mfscreen",118,0.1,0.114572864321608,1,119
"Shared volatility","mfscreen",118,0.2,0.236180904522613,1,240
"Shared volatility","mfscreen",118,0.3,0.347738693467337,1,351
"Shared volatility","Pearson SIS",118,0.001,0.0472361809045226,1,52
"Shared volatility","Pearson SIS",118,0.005,0.0834170854271357,1,88
"Shared volatility","Pearson SIS",118,0.01,0.112562814070352,1,117
"Shared volatility","Pearson SIS",118,0.025,0.175879396984925,1,180
"Shared volatility","Pearson SIS",118,0.05,0.238190954773869,1,242
"Shared volatility","Pearson SIS",118,0.1,0.327638190954774,1,331
"Shared volatility","Pearson SIS",118,0.2,0.460301507537688,1,463
"Shared volatility","Pearson SIS",118,0.3,0.546733668341709,1,549
"Shared volatility","Spearman SIS",118,0.001,0.00100502512562814,1,6
"Shared volatility","Spearman SIS",118,0.005,0.00603015075376884,1,11
"Shared volatility","Spearman SIS",118,0.01,0.0180904522613065,1,23
"Shared volatility","Spearman SIS",118,0.025,0.0341708542713568,1,39
"Shared volatility","Spearman SIS",118,0.05,0.0723618090452261,1,77
"Shared volatility","Spearman SIS",118,0.1,0.127638190954774,1,132
"Shared volatility","Spearman SIS",118,0.2,0.246231155778894,1,250
"Shared volatility","Spearman SIS",118,0.3,0.344723618090452,1,348
"Shared volatility","mfscreen",119,0.001,0.00402010050251256,0,8
"Shared volatility","mfscreen",119,0.005,0.00703517587939699,1,12
"Shared volatility","mfscreen",119,0.01,0.0160804020100503,1,21
"Shared volatility","mfscreen",119,0.025,0.0341708542713568,1,39
"Shared volatility","mfscreen",119,0.05,0.0663316582914573,1,71
"Shared volatility","mfscreen",119,0.1,0.116582914572864,1,121
"Shared volatility","mfscreen",119,0.2,0.226130653266332,1,230
"Shared volatility","mfscreen",119,0.3,0.320603015075377,1,324
"Shared volatility","Pearson SIS",119,0.001,0.0562814070351759,1,61
"Shared volatility","Pearson SIS",119,0.005,0.108542713567839,1,113
"Shared volatility","Pearson SIS",119,0.01,0.137688442211055,1,142
"Shared volatility","Pearson SIS",119,0.025,0.190954773869347,1,195
"Shared volatility","Pearson SIS",119,0.05,0.249246231155779,1,253
"Shared volatility","Pearson SIS",119,0.1,0.335678391959799,1,339
"Shared volatility","Pearson SIS",119,0.2,0.457286432160804,1,460
"Shared volatility","Pearson SIS",119,0.3,0.561809045226131,1,564
"Shared volatility","Spearman SIS",119,0.001,0.00201005025125628,1,7
"Shared volatility","Spearman SIS",119,0.005,0.014070351758794,1,19
"Shared volatility","Spearman SIS",119,0.01,0.0231155778894472,1,28
"Shared volatility","Spearman SIS",119,0.025,0.04321608040201,1,48
"Shared volatility","Spearman SIS",119,0.05,0.0733668341708543,1,78
"Shared volatility","Spearman SIS",119,0.1,0.135678391959799,1,140
"Shared volatility","Spearman SIS",119,0.2,0.241206030150754,1,245
"Shared volatility","Spearman SIS",119,0.3,0.318592964824121,1,322
"Shared volatility","mfscreen",120,0.001,0,1,5
"Shared volatility","mfscreen",120,0.005,0.00100502512562814,1,6
"Shared volatility","mfscreen",120,0.01,0.00603015075376884,1,11
"Shared volatility","mfscreen",120,0.025,0.0251256281407035,1,30
"Shared volatility","mfscreen",120,0.05,0.0532663316582915,1,58
"Shared volatility","mfscreen",120,0.1,0.105527638190955,1,110
"Shared volatility","mfscreen",120,0.2,0.214070351758794,1,218
"Shared volatility","mfscreen",120,0.3,0.312562814070352,1,316
"Shared volatility","Pearson SIS",120,0.001,0.0261306532663317,1,31
"Shared volatility","Pearson SIS",120,0.005,0.0492462311557789,1,54
"Shared volatility","Pearson SIS",120,0.01,0.0733668341708543,1,78
"Shared volatility","Pearson SIS",120,0.025,0.130653266331658,1,135
"Shared volatility","Pearson SIS",120,0.05,0.179899497487437,1,184
"Shared volatility","Pearson SIS",120,0.1,0.266331658291457,1,270
"Shared volatility","Pearson SIS",120,0.2,0.384924623115578,1,388
"Shared volatility","Pearson SIS",120,0.3,0.484422110552764,1,487
"Shared volatility","Spearman SIS",120,0.001,0.00301507537688442,1,8
"Shared volatility","Spearman SIS",120,0.005,0.0160804020100503,1,21
"Shared volatility","Spearman SIS",120,0.01,0.0241206030150754,1,29
"Shared volatility","Spearman SIS",120,0.025,0.0532663316582915,1,58
"Shared volatility","Spearman SIS",120,0.05,0.0763819095477387,1,81
"Shared volatility","Spearman SIS",120,0.1,0.128643216080402,1,133
"Shared volatility","Spearman SIS",120,0.2,0.241206030150754,1,245
"Shared volatility","Spearman SIS",120,0.3,0.352763819095477,1,356
"Shared volatility","mfscreen",121,0.001,0.00100502512562814,0,5
"Shared volatility","mfscreen",121,0.005,0.0050251256281407,0,9
"Shared volatility","mfscreen",121,0.01,0.0130653266331658,1,18
"Shared volatility","mfscreen",121,0.025,0.0341708542713568,1,39
"Shared volatility","mfscreen",121,0.05,0.057286432160804,1,62
"Shared volatility","mfscreen",121,0.1,0.118592964824121,1,123
"Shared volatility","mfscreen",121,0.2,0.241206030150754,1,245
"Shared volatility","mfscreen",121,0.3,0.363819095477387,1,367
"Shared volatility","Pearson SIS",121,0.001,0.0291457286432161,0,33
"Shared volatility","Pearson SIS",121,0.005,0.071356783919598,0,75
"Shared volatility","Pearson SIS",121,0.01,0.104522613065327,1,109
"Shared volatility","Pearson SIS",121,0.025,0.163819095477387,1,168
"Shared volatility","Pearson SIS",121,0.05,0.2321608040201,1,236
"Shared volatility","Pearson SIS",121,0.1,0.339698492462312,1,343
"Shared volatility","Pearson SIS",121,0.2,0.456281407035176,1,459
"Shared volatility","Pearson SIS",121,0.3,0.54572864321608,1,548
"Shared volatility","Spearman SIS",121,0.001,0.00301507537688442,1,8
"Shared volatility","Spearman SIS",121,0.005,0.00804020100502513,1,13
"Shared volatility","Spearman SIS",121,0.01,0.0180904522613065,1,23
"Shared volatility","Spearman SIS",121,0.025,0.0381909547738693,1,43
"Shared volatility","Spearman SIS",121,0.05,0.0683417085427136,1,73
"Shared volatility","Spearman SIS",121,0.1,0.134673366834171,1,139
"Shared volatility","Spearman SIS",121,0.2,0.24321608040201,1,247
"Shared volatility","Spearman SIS",121,0.3,0.346733668341709,1,350
"Shared volatility","mfscreen",122,0.001,0.00201005025125628,1,7
"Shared volatility","mfscreen",122,0.005,0.0050251256281407,1,10
"Shared volatility","mfscreen",122,0.01,0.00804020100502513,1,13
"Shared volatility","mfscreen",122,0.025,0.0281407035175879,1,33
"Shared volatility","mfscreen",122,0.05,0.0683417085427136,1,73
"Shared volatility","mfscreen",122,0.1,0.132663316582915,1,137
"Shared volatility","mfscreen",122,0.2,0.2321608040201,1,236
"Shared volatility","mfscreen",122,0.3,0.310552763819095,1,314
"Shared volatility","Pearson SIS",122,0.001,0.0241206030150754,1,29
"Shared volatility","Pearson SIS",122,0.005,0.0653266331658292,1,70
"Shared volatility","Pearson SIS",122,0.01,0.0954773869346734,1,100
"Shared volatility","Pearson SIS",122,0.025,0.142713567839196,1,147
"Shared volatility","Pearson SIS",122,0.05,0.196984924623116,1,201
"Shared volatility","Pearson SIS",122,0.1,0.27035175879397,1,274
"Shared volatility","Pearson SIS",122,0.2,0.363819095477387,1,367
"Shared volatility","Pearson SIS",122,0.3,0.448241206030151,1,451
"Shared volatility","Spearman SIS",122,0.001,0.00301507537688442,1,8
"Shared volatility","Spearman SIS",122,0.005,0.0100502512562814,1,15
"Shared volatility","Spearman SIS",122,0.01,0.0190954773869347,1,24
"Shared volatility","Spearman SIS",122,0.025,0.0412060301507538,1,46
"Shared volatility","Spearman SIS",122,0.05,0.0663316582914573,1,71
"Shared volatility","Spearman SIS",122,0.1,0.121608040201005,1,126
"Shared volatility","Spearman SIS",122,0.2,0.248241206030151,1,252
"Shared volatility","Spearman SIS",122,0.3,0.357788944723618,1,361
"Shared volatility","mfscreen",123,0.001,0.00100502512562814,0,5
"Shared volatility","mfscreen",123,0.005,0.0100502512562814,0,14
"Shared volatility","mfscreen",123,0.01,0.0160804020100503,0,20
"Shared volatility","mfscreen",123,0.025,0.0361809045226131,1,41
"Shared volatility","mfscreen",123,0.05,0.0653266331658292,1,70
"Shared volatility","mfscreen",123,0.1,0.124623115577889,1,129
"Shared volatility","mfscreen",123,0.2,0.230150753768844,1,234
"Shared volatility","mfscreen",123,0.3,0.311557788944724,1,315
"Shared volatility","Pearson SIS",123,0.001,0.0472361809045226,0,51
"Shared volatility","Pearson SIS",123,0.005,0.0914572864321608,0,95
"Shared volatility","Pearson SIS",123,0.01,0.122613065326633,0,126
"Shared volatility","Pearson SIS",123,0.025,0.178894472361809,1,183
"Shared volatility","Pearson SIS",123,0.05,0.231155778894472,1,235
"Shared volatility","Pearson SIS",123,0.1,0.303517587939699,1,307
"Shared volatility","Pearson SIS",123,0.2,0.44321608040201,1,446
"Shared volatility","Pearson SIS",123,0.3,0.539698492462312,1,542
"Shared volatility","Spearman SIS",123,0.001,0.00100502512562814,0,5
"Shared volatility","Spearman SIS",123,0.005,0.0120603015075377,1,17
"Shared volatility","Spearman SIS",123,0.01,0.0231155778894472,1,28
"Shared volatility","Spearman SIS",123,0.025,0.0472361809045226,1,52
"Shared volatility","Spearman SIS",123,0.05,0.0753768844221105,1,80
"Shared volatility","Spearman SIS",123,0.1,0.131658291457286,1,136
"Shared volatility","Spearman SIS",123,0.2,0.246231155778894,1,250
"Shared volatility","Spearman SIS",123,0.3,0.355778894472362,1,359
"Shared volatility","mfscreen",124,0.001,0.00201005025125628,0,6
"Shared volatility","mfscreen",124,0.005,0.00904522613065327,1,14
"Shared volatility","mfscreen",124,0.01,0.0130653266331658,1,18
"Shared volatility","mfscreen",124,0.025,0.0261306532663317,1,31
"Shared volatility","mfscreen",124,0.05,0.0512562814070352,1,56
"Shared volatility","mfscreen",124,0.1,0.109547738693467,1,114
"Shared volatility","mfscreen",124,0.2,0.210050251256281,1,214
"Shared volatility","mfscreen",124,0.3,0.304522613065327,1,308
"Shared volatility","Pearson SIS",124,0.001,0.0190954773869347,0,23
"Shared volatility","Pearson SIS",124,0.005,0.0472361809045226,1,52
"Shared volatility","Pearson SIS",124,0.01,0.071356783919598,1,76
"Shared volatility","Pearson SIS",124,0.025,0.120603015075377,1,125
"Shared volatility","Pearson SIS",124,0.05,0.175879396984925,1,180
"Shared volatility","Pearson SIS",124,0.1,0.249246231155779,1,253
"Shared volatility","Pearson SIS",124,0.2,0.365829145728643,1,369
"Shared volatility","Pearson SIS",124,0.3,0.45929648241206,1,462
"Shared volatility","Spearman SIS",124,0.001,0,1,5
"Shared volatility","Spearman SIS",124,0.005,0.00402010050251256,1,9
"Shared volatility","Spearman SIS",124,0.01,0.0120603015075377,1,17
"Shared volatility","Spearman SIS",124,0.025,0.0331658291457286,1,38
"Shared volatility","Spearman SIS",124,0.05,0.071356783919598,1,76
"Shared volatility","Spearman SIS",124,0.1,0.119597989949749,1,124
"Shared volatility","Spearman SIS",124,0.2,0.218090452261307,1,222
"Shared volatility","Spearman SIS",124,0.3,0.321608040201005,1,325
"Shared volatility","mfscreen",125,0.001,0.00301507537688442,1,8
"Shared volatility","mfscreen",125,0.005,0.00603015075376884,1,11
"Shared volatility","mfscreen",125,0.01,0.0110552763819095,1,16
"Shared volatility","mfscreen",125,0.025,0.0241206030150754,1,29
"Shared volatility","mfscreen",125,0.05,0.0552763819095477,1,60
"Shared volatility","mfscreen",125,0.1,0.100502512562814,1,105
"Shared volatility","mfscreen",125,0.2,0.201005025125628,1,205
"Shared volatility","mfscreen",125,0.3,0.304522613065327,1,308
"Shared volatility","Pearson SIS",125,0.001,0.0160804020100503,1,21
"Shared volatility","Pearson SIS",125,0.005,0.0331658291457286,1,38
"Shared volatility","Pearson SIS",125,0.01,0.0512562814070352,1,56
"Shared volatility","Pearson SIS",125,0.025,0.0884422110552764,1,93
"Shared volatility","Pearson SIS",125,0.05,0.126633165829146,1,131
"Shared volatility","Pearson SIS",125,0.1,0.218090452261307,1,222
"Shared volatility","Pearson SIS",125,0.2,0.34070351758794,1,344
"Shared volatility","Pearson SIS",125,0.3,0.444221105527638,1,447
"Shared volatility","Spearman SIS",125,0.001,0.00402010050251256,1,9
"Shared volatility","Spearman SIS",125,0.005,0.00904522613065327,1,14
"Shared volatility","Spearman SIS",125,0.01,0.0160804020100503,1,21
"Shared volatility","Spearman SIS",125,0.025,0.0331658291457286,1,38
"Shared volatility","Spearman SIS",125,0.05,0.0613065326633166,1,66
"Shared volatility","Spearman SIS",125,0.1,0.119597989949749,1,124
"Shared volatility","Spearman SIS",125,0.2,0.234170854271357,1,238
"Shared volatility","Spearman SIS",125,0.3,0.32964824120603,1,333
"Shared volatility","mfscreen",126,0.001,0,0,4
"Shared volatility","mfscreen",126,0.005,0.00603015075376884,1,11
"Shared volatility","mfscreen",126,0.01,0.0100502512562814,1,15
"Shared volatility","mfscreen",126,0.025,0.0371859296482412,1,42
"Shared volatility","mfscreen",126,0.05,0.0582914572864322,1,63
"Shared volatility","mfscreen",126,0.1,0.101507537688442,1,106
"Shared volatility","mfscreen",126,0.2,0.226130653266332,1,230
"Shared volatility","mfscreen",126,0.3,0.316582914572864,1,320
"Shared volatility","Pearson SIS",126,0.001,0.0452261306532663,0,49
"Shared volatility","Pearson SIS",126,0.005,0.0763819095477387,1,81
"Shared volatility","Pearson SIS",126,0.01,0.103517587939698,1,108
"Shared volatility","Pearson SIS",126,0.025,0.150753768844221,1,155
"Shared volatility","Pearson SIS",126,0.05,0.218090452261307,1,222
"Shared volatility","Pearson SIS",126,0.1,0.304522613065327,1,308
"Shared volatility","Pearson SIS",126,0.2,0.422110552763819,1,425
"Shared volatility","Pearson SIS",126,0.3,0.508542713567839,1,511
"Shared volatility","Spearman SIS",126,0.001,0.00201005025125628,1,7
"Shared volatility","Spearman SIS",126,0.005,0.0130653266331658,1,18
"Shared volatility","Spearman SIS",126,0.01,0.0180904522613065,1,23
"Shared volatility","Spearman SIS",126,0.025,0.0412060301507538,1,46
"Shared volatility","Spearman SIS",126,0.05,0.0633165829145729,1,68
"Shared volatility","Spearman SIS",126,0.1,0.112562814070352,1,117
"Shared volatility","Spearman SIS",126,0.2,0.224120603015075,1,228
"Shared volatility","Spearman SIS",126,0.3,0.315577889447236,1,319
"Shared volatility","mfscreen",127,0.001,0.00100502512562814,1,6
"Shared volatility","mfscreen",127,0.005,0.00301507537688442,1,8
"Shared volatility","mfscreen",127,0.01,0.00703517587939699,1,12
"Shared volatility","mfscreen",127,0.025,0.0271356783919598,1,32
"Shared volatility","mfscreen",127,0.05,0.0582914572864322,1,63
"Shared volatility","mfscreen",127,0.1,0.0994974874371859,1,104
"Shared volatility","mfscreen",127,0.2,0.18894472361809,1,193
"Shared volatility","mfscreen",127,0.3,0.288442211055276,1,292
"Shared volatility","Pearson SIS",127,0.001,0.014070351758794,1,19
"Shared volatility","Pearson SIS",127,0.005,0.0452261306532663,1,50
"Shared volatility","Pearson SIS",127,0.01,0.0703517587939698,1,75
"Shared volatility","Pearson SIS",127,0.025,0.106532663316583,1,111
"Shared volatility","Pearson SIS",127,0.05,0.159798994974874,1,164
"Shared volatility","Pearson SIS",127,0.1,0.234170854271357,1,238
"Shared volatility","Pearson SIS",127,0.2,0.351758793969849,1,355
"Shared volatility","Pearson SIS",127,0.3,0.447236180904523,1,450
"Shared volatility","Spearman SIS",127,0.001,0.00301507537688442,1,8
"Shared volatility","Spearman SIS",127,0.005,0.00603015075376884,1,11
"Shared volatility","Spearman SIS",127,0.01,0.014070351758794,1,19
"Shared volatility","Spearman SIS",127,0.025,0.0331658291457286,1,38
"Shared volatility","Spearman SIS",127,0.05,0.0562814070351759,1,61
"Shared volatility","Spearman SIS",127,0.1,0.114572864321608,1,119
"Shared volatility","Spearman SIS",127,0.2,0.21608040201005,1,220
"Shared volatility","Spearman SIS",127,0.3,0.317587939698492,1,321
"Shared volatility","mfscreen",128,0.001,0.0050251256281407,1,10
"Shared volatility","mfscreen",128,0.005,0.0110552763819095,1,16
"Shared volatility","mfscreen",128,0.01,0.0201005025125628,1,25
"Shared volatility","mfscreen",128,0.025,0.0452261306532663,1,50
"Shared volatility","mfscreen",128,0.05,0.0683417085427136,1,73
"Shared volatility","mfscreen",128,0.1,0.120603015075377,1,125
"Shared volatility","mfscreen",128,0.2,0.21105527638191,1,215
"Shared volatility","mfscreen",128,0.3,0.322613065326633,1,326
"Shared volatility","Pearson SIS",128,0.001,0.0462311557788945,1,51
"Shared volatility","Pearson SIS",128,0.005,0.0824120603015075,1,87
"Shared volatility","Pearson SIS",128,0.01,0.104522613065327,1,109
"Shared volatility","Pearson SIS",128,0.025,0.149748743718593,1,154
"Shared volatility","Pearson SIS",128,0.05,0.208040201005025,1,212
