"model","method","replication","q","fpr","ssp"
"Nonparametric nonlinear","Pearson SIS",83,0.025,0.0311557788944724,1
"Nonparametric nonlinear","Pearson SIS",83,0.05,0.0562814070351759,1
"Nonparametric nonlinear","Pearson SIS",83,0.1,0.0964824120603015,1
"Nonparametric nonlinear","Pearson SIS",83,0.2,0.228140703517588,1
"Nonparametric nonlinear","Pearson SIS",83,0.3,0.31356783919598,1
"Nonparametric nonlinear","Spearman SIS",83,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",83,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Spearman SIS",83,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Spearman SIS",83,0.025,0.0261306532663317,1
"Nonparametric nonlinear","Spearman SIS",83,0.05,0.04321608040201,1
"Nonparametric nonlinear","Spearman SIS",83,0.1,0.0984924623115578,1
"Nonparametric nonlinear","Spearman SIS",83,0.2,0.197989949748744,1
"Nonparametric nonlinear","Spearman SIS",83,0.3,0.300502512562814,1
"Nonparametric nonlinear","mfscreen",84,0.001,0,1
"Nonparametric nonlinear","mfscreen",84,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",84,0.01,0.0110552763819095,1
"Nonparametric nonlinear","mfscreen",84,0.025,0.0231155778894472,1
"Nonparametric nonlinear","mfscreen",84,0.05,0.0512562814070352,1
"Nonparametric nonlinear","mfscreen",84,0.1,0.0944723618090452,1
"Nonparametric nonlinear","mfscreen",84,0.2,0.180904522613065,1
"Nonparametric nonlinear","mfscreen",84,0.3,0.272361809045226,1
"Nonparametric nonlinear","Pearson SIS",84,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",84,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",84,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Pearson SIS",84,0.025,0.0241206030150754,1
"Nonparametric nonlinear","Pearson SIS",84,0.05,0.0492462311557789,1
"Nonparametric nonlinear","Pearson SIS",84,0.1,0.0904522613065327,1
"Nonparametric nonlinear","Pearson SIS",84,0.2,0.180904522613065,1
"Nonparametric nonlinear","Pearson SIS",84,0.3,0.276381909547739,1
"Nonparametric nonlinear","Spearman SIS",84,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",84,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Spearman SIS",84,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Spearman SIS",84,0.025,0.0231155778894472,1
"Nonparametric nonlinear","Spearman SIS",84,0.05,0.050251256281407,1
"Nonparametric nonlinear","Spearman SIS",84,0.1,0.0984924623115578,1
"Nonparametric nonlinear","Spearman SIS",84,0.2,0.178894472361809,1
"Nonparametric nonlinear","Spearman SIS",84,0.3,0.278391959798995,1
"Nonparametric nonlinear","mfscreen",85,0.001,0,0
"Nonparametric nonlinear","mfscreen",85,0.005,0.00703517587939699,0
"Nonparametric nonlinear","mfscreen",85,0.01,0.0110552763819095,0
"Nonparametric nonlinear","mfscreen",85,0.025,0.0241206030150754,0
"Nonparametric nonlinear","mfscreen",85,0.05,0.0492462311557789,0
"Nonparametric nonlinear","mfscreen",85,0.1,0.104522613065327,1
"Nonparametric nonlinear","mfscreen",85,0.2,0.210050251256281,1
"Nonparametric nonlinear","mfscreen",85,0.3,0.308542713567839,1
"Nonparametric nonlinear","Pearson SIS",85,0.001,0,0
"Nonparametric nonlinear","Pearson SIS",85,0.005,0.00703517587939699,0
"Nonparametric nonlinear","Pearson SIS",85,0.01,0.0110552763819095,0
"Nonparametric nonlinear","Pearson SIS",85,0.025,0.0221105527638191,0
"Nonparametric nonlinear","Pearson SIS",85,0.05,0.0492462311557789,0
"Nonparametric nonlinear","Pearson SIS",85,0.1,0.104522613065327,1
"Nonparametric nonlinear","Pearson SIS",85,0.2,0.207035175879397,1
"Nonparametric nonlinear","Pearson SIS",85,0.3,0.306532663316583,1
"Nonparametric nonlinear","Spearman SIS",85,0.001,0,0
"Nonparametric nonlinear","Spearman SIS",85,0.005,0.00402010050251256,0
"Nonparametric nonlinear","Spearman SIS",85,0.01,0.0120603015075377,0
"Nonparametric nonlinear","Spearman SIS",85,0.025,0.0281407035175879,1
"Nonparametric nonlinear","Spearman SIS",85,0.05,0.050251256281407,1
"Nonparametric nonlinear","Spearman SIS",85,0.1,0.104522613065327,1
"Nonparametric nonlinear","Spearman SIS",85,0.2,0.21105527638191,1
"Nonparametric nonlinear","Spearman SIS",85,0.3,0.31356783919598,1
"Nonparametric nonlinear","mfscreen",86,0.001,0.00100502512562814,0
"Nonparametric nonlinear","mfscreen",86,0.005,0.00703517587939699,0
"Nonparametric nonlinear","mfscreen",86,0.01,0.0130653266331658,0
"Nonparametric nonlinear","mfscreen",86,0.025,0.0321608040201005,0
"Nonparametric nonlinear","mfscreen",86,0.05,0.0552763819095477,1
"Nonparametric nonlinear","mfscreen",86,0.1,0.121608040201005,1
"Nonparametric nonlinear","mfscreen",86,0.2,0.224120603015075,1
"Nonparametric nonlinear","mfscreen",86,0.3,0.311557788944724,1
"Nonparametric nonlinear","Pearson SIS",86,0.001,0.00201005025125628,0
"Nonparametric nonlinear","Pearson SIS",86,0.005,0.00703517587939699,0
"Nonparametric nonlinear","Pearson SIS",86,0.01,0.0130653266331658,0
"Nonparametric nonlinear","Pearson SIS",86,0.025,0.0271356783919598,0
"Nonparametric nonlinear","Pearson SIS",86,0.05,0.0562814070351759,1
"Nonparametric nonlinear","Pearson SIS",86,0.1,0.123618090452261,1
"Nonparametric nonlinear","Pearson SIS",86,0.2,0.223115577889447,1
"Nonparametric nonlinear","Pearson SIS",86,0.3,0.306532663316583,1
"Nonparametric nonlinear","Spearman SIS",86,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Spearman SIS",86,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Spearman SIS",86,0.01,0.0120603015075377,1
"Nonparametric nonlinear","Spearman SIS",86,0.025,0.0261306532663317,1
"Nonparametric nonlinear","Spearman SIS",86,0.05,0.057286432160804,1
"Nonparametric nonlinear","Spearman SIS",86,0.1,0.114572864321608,1
"Nonparametric nonlinear","Spearman SIS",86,0.2,0.226130653266332,1
"Nonparametric nonlinear","Spearman SIS",86,0.3,0.331658291457286,1
"Nonparametric nonlinear","mfscreen",87,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",87,0.005,0.00703517587939699,1
"Nonparametric nonlinear","mfscreen",87,0.01,0.00703517587939699,1
"Nonparametric nonlinear","mfscreen",87,0.025,0.0221105527638191,1
"Nonparametric nonlinear","mfscreen",87,0.05,0.0613065326633166,1
"Nonparametric nonlinear","mfscreen",87,0.1,0.10251256281407,1
"Nonparametric nonlinear","mfscreen",87,0.2,0.190954773869347,1
"Nonparametric nonlinear","mfscreen",87,0.3,0.294472361809045,1
"Nonparametric nonlinear","Pearson SIS",87,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",87,0.005,0.00703517587939699,1
"Nonparametric nonlinear","Pearson SIS",87,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Pearson SIS",87,0.025,0.0251256281407035,1
"Nonparametric nonlinear","Pearson SIS",87,0.05,0.0592964824120603,1
"Nonparametric nonlinear","Pearson SIS",87,0.1,0.10251256281407,1
"Nonparametric nonlinear","Pearson SIS",87,0.2,0.194974874371859,1
"Nonparametric nonlinear","Pearson SIS",87,0.3,0.290452261306533,1
"Nonparametric nonlinear","Spearman SIS",87,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",87,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Spearman SIS",87,0.01,0.0120603015075377,1
"Nonparametric nonlinear","Spearman SIS",87,0.025,0.0291457286432161,1
"Nonparametric nonlinear","Spearman SIS",87,0.05,0.057286432160804,1
"Nonparametric nonlinear","Spearman SIS",87,0.1,0.10251256281407,1
"Nonparametric nonlinear","Spearman SIS",87,0.2,0.208040201005025,1
"Nonparametric nonlinear","Spearman SIS",87,0.3,0.284422110552764,1
"Nonparametric nonlinear","mfscreen",88,0.001,0.00100502512562814,0
"Nonparametric nonlinear","mfscreen",88,0.005,0.00603015075376884,1
"Nonparametric nonlinear","mfscreen",88,0.01,0.00804020100502513,1
"Nonparametric nonlinear","mfscreen",88,0.025,0.0201005025125628,1
"Nonparametric nonlinear","mfscreen",88,0.05,0.0442211055276382,1
"Nonparametric nonlinear","mfscreen",88,0.1,0.0894472361809045,1
"Nonparametric nonlinear","mfscreen",88,0.2,0.191959798994975,1
"Nonparametric nonlinear","mfscreen",88,0.3,0.301507537688442,1
"Nonparametric nonlinear","Pearson SIS",88,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",88,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Pearson SIS",88,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Pearson SIS",88,0.025,0.0231155778894472,1
"Nonparametric nonlinear","Pearson SIS",88,0.05,0.0462311557788945,1
"Nonparametric nonlinear","Pearson SIS",88,0.1,0.092462311557789,1
"Nonparametric nonlinear","Pearson SIS",88,0.2,0.187939698492462,1
"Nonparametric nonlinear","Pearson SIS",88,0.3,0.293467336683417,1
"Nonparametric nonlinear","Spearman SIS",88,0.001,0,0
"Nonparametric nonlinear","Spearman SIS",88,0.005,0.00402010050251256,0
"Nonparametric nonlinear","Spearman SIS",88,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Spearman SIS",88,0.025,0.0311557788944724,1
"Nonparametric nonlinear","Spearman SIS",88,0.05,0.0512562814070352,1
"Nonparametric nonlinear","Spearman SIS",88,0.1,0.0934673366834171,1
"Nonparametric nonlinear","Spearman SIS",88,0.2,0.180904522613065,1
"Nonparametric nonlinear","Spearman SIS",88,0.3,0.282412060301508,1
"Nonparametric nonlinear","mfscreen",89,0.001,0,0
"Nonparametric nonlinear","mfscreen",89,0.005,0.00301507537688442,0
"Nonparametric nonlinear","mfscreen",89,0.01,0.00804020100502513,0
"Nonparametric nonlinear","mfscreen",89,0.025,0.0201005025125628,1
"Nonparametric nonlinear","mfscreen",89,0.05,0.0351758793969849,1
"Nonparametric nonlinear","mfscreen",89,0.1,0.0753768844221105,1
"Nonparametric nonlinear","mfscreen",89,0.2,0.184924623115578,1
"Nonparametric nonlinear","mfscreen",89,0.3,0.284422110552764,1
"Nonparametric nonlinear","Pearson SIS",89,0.001,0,0
"Nonparametric nonlinear","Pearson SIS",89,0.005,0.00301507537688442,0
"Nonparametric nonlinear","Pearson SIS",89,0.01,0.00804020100502513,0
"Nonparametric nonlinear","Pearson SIS",89,0.025,0.021105527638191,1
"Nonparametric nonlinear","Pearson SIS",89,0.05,0.0361809045226131,1
"Nonparametric nonlinear","Pearson SIS",89,0.1,0.0733668341708543,1
"Nonparametric nonlinear","Pearson SIS",89,0.2,0.186934673366834,1
"Nonparametric nonlinear","Pearson SIS",89,0.3,0.28643216080402,1
"Nonparametric nonlinear","Spearman SIS",89,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Spearman SIS",89,0.005,0.00804020100502513,0
"Nonparametric nonlinear","Spearman SIS",89,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Spearman SIS",89,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Spearman SIS",89,0.05,0.0351758793969849,1
"Nonparametric nonlinear","Spearman SIS",89,0.1,0.0703517587939698,1
"Nonparametric nonlinear","Spearman SIS",89,0.2,0.164824120603015,1
"Nonparametric nonlinear","Spearman SIS",89,0.3,0.275376884422111,1
"Nonparametric nonlinear","mfscreen",90,0.001,0,1
"Nonparametric nonlinear","mfscreen",90,0.005,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",90,0.01,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",90,0.025,0.0150753768844221,1
"Nonparametric nonlinear","mfscreen",90,0.05,0.04321608040201,1
"Nonparametric nonlinear","mfscreen",90,0.1,0.0844221105527638,1
"Nonparametric nonlinear","mfscreen",90,0.2,0.181909547738693,1
"Nonparametric nonlinear","mfscreen",90,0.3,0.269346733668342,1
"Nonparametric nonlinear","Pearson SIS",90,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",90,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",90,0.01,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",90,0.025,0.0150753768844221,1
"Nonparametric nonlinear","Pearson SIS",90,0.05,0.0391959798994975,1
"Nonparametric nonlinear","Pearson SIS",90,0.1,0.0884422110552764,1
"Nonparametric nonlinear","Pearson SIS",90,0.2,0.179899497487437,1
"Nonparametric nonlinear","Pearson SIS",90,0.3,0.271356783919598,1
"Nonparametric nonlinear","Spearman SIS",90,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",90,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Spearman SIS",90,0.01,0.00703517587939699,1
"Nonparametric nonlinear","Spearman SIS",90,0.025,0.014070351758794,1
"Nonparametric nonlinear","Spearman SIS",90,0.05,0.0402010050251256,1
"Nonparametric nonlinear","Spearman SIS",90,0.1,0.0773869346733668,1
"Nonparametric nonlinear","Spearman SIS",90,0.2,0.184924623115578,1
"Nonparametric nonlinear","Spearman SIS",90,0.3,0.273366834170854,1
"Nonparametric nonlinear","mfscreen",91,0.001,0.00201005025125628,0
"Nonparametric nonlinear","mfscreen",91,0.005,0.0120603015075377,1
"Nonparametric nonlinear","mfscreen",91,0.01,0.0170854271356784,1
"Nonparametric nonlinear","mfscreen",91,0.025,0.0422110552763819,1
"Nonparametric nonlinear","mfscreen",91,0.05,0.0663316582914573,1
"Nonparametric nonlinear","mfscreen",91,0.1,0.0944723618090452,1
"Nonparametric nonlinear","mfscreen",91,0.2,0.213065326633166,1
"Nonparametric nonlinear","mfscreen",91,0.3,0.315577889447236,1
"Nonparametric nonlinear","Pearson SIS",91,0.001,0.00301507537688442,0
"Nonparametric nonlinear","Pearson SIS",91,0.005,0.0110552763819095,0
"Nonparametric nonlinear","Pearson SIS",91,0.01,0.0170854271356784,1
"Nonparametric nonlinear","Pearson SIS",91,0.025,0.0422110552763819,1
"Nonparametric nonlinear","Pearson SIS",91,0.05,0.0623115577889447,1
"Nonparametric nonlinear","Pearson SIS",91,0.1,0.0954773869346734,1
"Nonparametric nonlinear","Pearson SIS",91,0.2,0.206030150753769,1
"Nonparametric nonlinear","Pearson SIS",91,0.3,0.317587939698492,1
"Nonparametric nonlinear","Spearman SIS",91,0.001,0.00402010050251256,0
"Nonparametric nonlinear","Spearman SIS",91,0.005,0.00804020100502513,0
"Nonparametric nonlinear","Spearman SIS",91,0.01,0.0160804020100503,1
"Nonparametric nonlinear","Spearman SIS",91,0.025,0.0291457286432161,1
"Nonparametric nonlinear","Spearman SIS",91,0.05,0.057286432160804,1
"Nonparametric nonlinear","Spearman SIS",91,0.1,0.103517587939698,1
"Nonparametric nonlinear","Spearman SIS",91,0.2,0.209045226130653,1
"Nonparametric nonlinear","Spearman SIS",91,0.3,0.319597989949749,1
"Nonparametric nonlinear","mfscreen",92,0.001,0.00100502512562814,0
"Nonparametric nonlinear","mfscreen",92,0.005,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",92,0.01,0.00603015075376884,1
"Nonparametric nonlinear","mfscreen",92,0.025,0.0100502512562814,1
"Nonparametric nonlinear","mfscreen",92,0.05,0.0341708542713568,1
"Nonparametric nonlinear","mfscreen",92,0.1,0.0864321608040201,1
"Nonparametric nonlinear","mfscreen",92,0.2,0.178894472361809,1
"Nonparametric nonlinear","mfscreen",92,0.3,0.288442211055276,1
"Nonparametric nonlinear","Pearson SIS",92,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Pearson SIS",92,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",92,0.01,0.0050251256281407,1
"Nonparametric nonlinear","Pearson SIS",92,0.025,0.0110552763819095,1
"Nonparametric nonlinear","Pearson SIS",92,0.05,0.0351758793969849,1
"Nonparametric nonlinear","Pearson SIS",92,0.1,0.085427135678392,1
"Nonparametric nonlinear","Pearson SIS",92,0.2,0.17286432160804,1
"Nonparametric nonlinear","Pearson SIS",92,0.3,0.28643216080402,1
"Nonparametric nonlinear","Spearman SIS",92,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",92,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Spearman SIS",92,0.01,0.0050251256281407,1
"Nonparametric nonlinear","Spearman SIS",92,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Spearman SIS",92,0.05,0.0412060301507538,1
"Nonparametric nonlinear","Spearman SIS",92,0.1,0.0824120603015075,1
"Nonparametric nonlinear","Spearman SIS",92,0.2,0.198994974874372,1
"Nonparametric nonlinear","Spearman SIS",92,0.3,0.288442211055276,1
"Nonparametric nonlinear","mfscreen",93,0.001,0.00201005025125628,0
"Nonparametric nonlinear","mfscreen",93,0.005,0.00603015075376884,1
"Nonparametric nonlinear","mfscreen",93,0.01,0.00904522613065327,1
"Nonparametric nonlinear","mfscreen",93,0.025,0.0241206030150754,1
"Nonparametric nonlinear","mfscreen",93,0.05,0.04321608040201,1
"Nonparametric nonlinear","mfscreen",93,0.1,0.10251256281407,1
"Nonparametric nonlinear","mfscreen",93,0.2,0.191959798994975,1
"Nonparametric nonlinear","mfscreen",93,0.3,0.326633165829146,1
"Nonparametric nonlinear","Pearson SIS",93,0.001,0.00201005025125628,0
"Nonparametric nonlinear","Pearson SIS",93,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Pearson SIS",93,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Pearson SIS",93,0.025,0.0241206030150754,1
"Nonparametric nonlinear","Pearson SIS",93,0.05,0.0452261306532663,1
"Nonparametric nonlinear","Pearson SIS",93,0.1,0.0974874371859296,1
"Nonparametric nonlinear","Pearson SIS",93,0.2,0.198994974874372,1
"Nonparametric nonlinear","Pearson SIS",93,0.3,0.328643216080402,1
"Nonparametric nonlinear","Spearman SIS",93,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Spearman SIS",93,0.005,0.00703517587939699,1
"Nonparametric nonlinear","Spearman SIS",93,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Spearman SIS",93,0.025,0.0190954773869347,1
"Nonparametric nonlinear","Spearman SIS",93,0.05,0.0452261306532663,1
"Nonparametric nonlinear","Spearman SIS",93,0.1,0.0994974874371859,1
"Nonparametric nonlinear","Spearman SIS",93,0.2,0.205025125628141,1
"Nonparametric nonlinear","Spearman SIS",93,0.3,0.318592964824121,1
"Nonparametric nonlinear","mfscreen",94,0.001,0.00100502512562814,0
"Nonparametric nonlinear","mfscreen",94,0.005,0.00804020100502513,0
"Nonparametric nonlinear","mfscreen",94,0.01,0.014070351758794,0
"Nonparametric nonlinear","mfscreen",94,0.025,0.0251256281407035,0
"Nonparametric nonlinear","mfscreen",94,0.05,0.0472361809045226,0
"Nonparametric nonlinear","mfscreen",94,0.1,0.0984924623115578,1
"Nonparametric nonlinear","mfscreen",94,0.2,0.193969849246231,1
"Nonparametric nonlinear","mfscreen",94,0.3,0.30251256281407,1
"Nonparametric nonlinear","Pearson SIS",94,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Pearson SIS",94,0.005,0.00703517587939699,0
"Nonparametric nonlinear","Pearson SIS",94,0.01,0.0160804020100503,0
"Nonparametric nonlinear","Pearson SIS",94,0.025,0.0251256281407035,0
"Nonparametric nonlinear","Pearson SIS",94,0.05,0.0462311557788945,0
"Nonparametric nonlinear","Pearson SIS",94,0.1,0.0994974874371859,1
"Nonparametric nonlinear","Pearson SIS",94,0.2,0.194974874371859,1
"Nonparametric nonlinear","Pearson SIS",94,0.3,0.29748743718593,1
"Nonparametric nonlinear","Spearman SIS",94,0.001,0.00402010050251256,0
"Nonparametric nonlinear","Spearman SIS",94,0.005,0.00703517587939699,0
"Nonparametric nonlinear","Spearman SIS",94,0.01,0.0100502512562814,0
"Nonparametric nonlinear","Spearman SIS",94,0.025,0.0291457286432161,0
"Nonparametric nonlinear","Spearman SIS",94,0.05,0.050251256281407,1
"Nonparametric nonlinear","Spearman SIS",94,0.1,0.0944723618090452,1
"Nonparametric nonlinear","Spearman SIS",94,0.2,0.192964824120603,1
"Nonparametric nonlinear","Spearman SIS",94,0.3,0.29748743718593,1
"Nonparametric nonlinear","mfscreen",95,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",95,0.005,0.00301507537688442,1
"Nonparametric nonlinear","mfscreen",95,0.01,0.0120603015075377,1
"Nonparametric nonlinear","mfscreen",95,0.025,0.0381909547738693,1
"Nonparametric nonlinear","mfscreen",95,0.05,0.071356783919598,1
"Nonparametric nonlinear","mfscreen",95,0.1,0.119597989949749,1
"Nonparametric nonlinear","mfscreen",95,0.2,0.21105527638191,1
"Nonparametric nonlinear","mfscreen",95,0.3,0.304522613065327,1
"Nonparametric nonlinear","Pearson SIS",95,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",95,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",95,0.01,0.0120603015075377,1
